TOKEN,NE
.,0
P——,0
attachment,0
for,0
My,B-pers
..,I-pers
R,I-pers
.,I-pers
&,0
I,0
can,0
aſsure,0
you,0
yt,0
.,0
she,0
is,0
as,0
much,0
pleased,0
with,0
him,0
as,0
he,0
can,0
be,0
with,0
her,0
",",0
upon,0
which,0
this,0
person,0
yt,0
.,0
related,0
this,0
to,0
me,0
",",0
said,0
to,0
Sr.SirJ——nJohn,B-pers
take,0
Sr.,B-pers
J——n,I-pers
.,I-pers
yt,0
.,0
you,0
are,0
not,0
undermined,0
by,0
this,0
galant,0
young,0
Rival,0
",",0
upon,0
wh,0
.,0
he,0
answered,0
with,0
an,0
Oath,0
B——y,0
The,0
innocuous,0
word,0
by,0
seems,0
to,0
have,0
been,0
blanked,0
mechanically,0
as,0
part,0
of,0
an,0
oath,0
.,0
G——d,0
I,0
shd,0
.,0
be,0
very,0
glad,0
of,0
it,0
for,0
both,0
their,0
sakes,0
as,0
they,0
seem,0
so,0
mutually,0
attached,0
to,0
each,0
other,0
.,0
I,0
shd,0
..,0
not,0
have,0
troubled,0
you,0
with,0
this,0
conversation,0
my,0
Friend,0
",",0
had,0
as,0
I,0
do,0
not,0
think,0
entering,0
particularly,0
into,0
such,0
matters,0
is,0
a,0
fit,0
or,0
proper,0
topic,0
for,0
you,0
",",0
however,0
I,0
did,0
it,0
in,0
order,0
to,0
fullfilfulfil,0
my,0
old,0
promise,0
&,0
to,0
demonstrate,0
to,0
you,0
ye,0
transports,0
I,0
feel,0
at,0
this,0
relation,0
",",0
I,0
am,0
metamorphosed,0
into,0
ye,0
.,0
gay,0
galant,0
Lothario,0
",",0
into,0
as,0
happy,0
a,0
creature,0
as,0
I,0
was,0
almost,0
desponding,0
with,0
Love,0
",",0
paſsion,0
",",0
&,0
ye,0
most,0
ardent,0
flame,0
",",0
boiling,0
altogether,0
in,0
my,0
bosom,0
yesterday,0
",",0
so,0
indeed,0
they,0
do,0
now,0
",",0
but,0
transports,0
are,0
of,0
the,0
happy,0
instead,0
of,0
ye,0
.,0
unhappy,0
kind,0
.,0
God,0
bleſs,0
you,0
Adieu,0
.,0
I,0
am,0
Yr,0
.,0
ever,0
affectionate,0
Friend,0
Palemon,B-pers
toujours,0
de,0
meme,0
