TOKEN	NE
p.1	O
YALE/LWLPR/MSS/VOL/75/40	O
p.2	O
YALE/LWLPR/MSS/VOL/75/41	O
p.1	O
YALE/LWLPR/MSS/VOL/75/42	O
YALE/LWLPR/MSS/VOL/75/41	O
p.2	O
YALE/LWLPR/MSS/VOL/75/43	O
p.1	O
YALE/LWLPR/MSS/VOL/75/43	O
p.2	O
YALE/LWLPR/MSS/VOL/75/44	O
p.1	O
YALE/LWLPR/MSS/VOL/75/44	O
p.2	O
YALE/LWLPR/MSS/VOL/75/44	O
p.3	O
YALE/LWLPR/MSS/VOL/75/44	O
p.4	O
YALE/LWLPR/MSS/VOL/75/45	O
p.1	O
YALE/LWLPR/MSS/VOL/75/46	O
p.1	O
YALE/LWLPR/MSS/VOL/75/45	O
p.2	O
YALE/LWLPR/MSS/VOL/75/46	O
p.2	O
YALE/LWLPR/MSS/VOL/75/47	O
YALE/LWLPR/MSS/VOL/75/48	O
p.1	O
YALE/LWLPR/MSS/VOL/75/48	O
p.2	O
YALE/LWLPR/MSS/VOL/75/49	O
p.1	O
YALE/LWLPR/MSS/VOL/75/50	O
p.1	O
YALE/LWLPR/MSS/VOL/75/51	O
p.1	O
YALE/LWLPR/MSS/VOL/75/49	O
p.2	O
YALE/LWLPR/MSS/VOL/75/50	O
p.2	O
YALE/LWLPR/MSS/VOL/75/51	O
p.2	O
YALE/LWLPR/MSS/VOL/75/52	O
p.1	O
YALE/LWLPR/MSS/VOL/75/52	O
p.2	O
YALE/LWLPR/MSS/VOL/75/52	O
p.3	O
YALE/LWLPR/MSS/VOL/75/52	O
p.4	O
YALE/LWLPR/MSS/VOL/75/53	O
p.1	O
YALE/LWLPR/MSS/VOL/75/53	O
p.2	O
YALE/LWLPR/MSS/VOL/75/54	O
p.1	O
YALE/LWLPR/MSS/VOL/75/54	O
p.2	O
YALE/LWLPR/MSS/VOL/75/55	O
p.1	O
YALE/LWLPR/MSS/VOL/75/56	O
p.1	O
YALE/LWLPR/MSS/VOL/75/55	O
p.2	O
YALE/LWLPR/MSS/VOL/75/56	O
p.2	O
YALE/LWLPR/MSS/VOL/75/57	O
p.1	O
YALE/LWLPR/MSS/VOL/75/57	O
p.2	O
YALE/LWLPR/MSS/VOL/75/58	O
p.1	O
YALE/LWLPR/MSS/VOL/75/58	O
p.2	O
YALE/LWLPR/MSS/VOL/75/58	O
p.3	O
YALE/LWLPR/MSS/VOL/75/58	O
p.4	O
YALE/LWLPR/MSS/VOL/75/59	O
p.1	O
YALE/LWLPR/MSS/VOL/75/59	O
p.2	O
YALE/LWLPR/MSS/VOL/75/60	O
p.1	O
YALE/LWLPR/MSS/VOL/75/60	O
p.2	O
YALE/LWLPR/MSS/VOL/75/61	O
p.1	O
YALE/LWLPR/MSS/VOL/75/61	O
p.2	O
YALE/LWLPR/MSS/VOL/75/62	O
p.1	O
YALE/LWLPR/MSS/VOL/75/63	O
p.2	O
YALE/LWLPR/MSS/VOL/75/62	O
p.1	O
YALE/LWLPR/MSS/VOL/75/63	O
p.2	O
YALE/LWLPR/MSS/VOL/75/64	O
p.1	O
YALE/LWLPR/MSS/VOL/75/64	O
p.2	O
YALE/LWLPR/MSS/VOL/75/65	O
p.1	O
YALE/LWLPR/MSS/VOL/75/66	O
p.1	O
YALE/LWLPR/MSS/VOL/75/65	O
p.2	O
YALE/LWLPR/MSS/VOL/75/66	O
p.2	O
YALE/LWLPR/MSS/VOL/75/67	O
p.1	O
YALE/LWLPR/MSS/VOL/75/67	O
p.2	O
YALE/LWLPR/MSS/VOL/75/68	O
p.1	O
YALE/LWLPR/MSS/VOL/75/69	O
p.1	O
YALE/LWLPR/MSS/VOL/75/68	O
p.2	O
YALE/LWLPR/MSS/VOL/75/69	O
p.2	O
YALE/LWLPR/MSS/VOL/75/70	O
p.1	O
YALE/LWLPR/MSS/VOL/75/70	O
p.2	O
YALE/LWLPR/MSS/VOL/75/71	O
p.1	O
YALE/LWLPR/MSS/VOL/75/71	O
p.2	O
YALE/LWLPR/MSS/VOL/75/72	O
p.1	O
YALE/LWLPR/MSS/VOL/75/72	O
p.2	O
YALE/LWLPR/MSS/VOL/75/73	O
p.1	O
YALE/LWLPR/MSS/VOL/75/73	O
p.2	O
YALE/LWLPR/MSS/VOL/75/74	O
p.1	O
YALE/LWLPR/MSS/VOL/75/74	O
p.2	O
YALE/LWLPR/MSS/VOL/75/74	O
p.3	O
YALE/LWLPR/MSS/VOL/75/74	O
p.4	O
YALE/LWLPR/MSS/VOL/75/75	O
p.1	O
YALE/LWLPR/MSS/VOL/75/75	O
p.2	O
YALE/LWLPR/MSS/VOL/75/75	O
p.3	O
YALE/LWLPR/MSS/VOL/75/75	O
p.4	O
YALE/LWLPR/MSS/VOL/75/76	O
p.1	O
YALE/LWLPR/MSS/VOL/75/76	O
p.2	O
YALE/LWLPR/MSS/VOL/75/77	O
p.1	O
YALE/LWLPR/MSS/VOL/75/77	O
p.2	O
YALE/LWLPR/MSS/VOL/75/77	O
p.3	O
YALE/LWLPR/MSS/VOL/75/77	O
p.4	O
YALE/LWLPR/MSS/VOL/75/77	O
p.5	O
YALE/LWLPR/MSS/VOL/75/77	O
p.6	O
YALE/LWLPR/MSS/VOL/75/77	O
p.7	O
YALE/LWLPR/MSS/VOL/75/77	O
p.8	O
YALE/LWLPR/MSS/VOL/75/78	O
p.1	O
YALE/LWLPR/MSS/VOL/75/78	O
p.2	O
YALE/LWLPR/MSS/VOL/75/79	O
p.1	O
YALE/LWLPR/MSS/VOL/75/79	O
p.2	O
YALE/LWLPR/MSS/VOL/75/80	O
p.1	O
YALE/LWLPR/MSS/VOL/75/81	O
YALE/LWLPR/MSS/VOL/75/80	O
p.2	O
YALE/LWLPR/MSS/VOL/75/82	O
p.2	O
YALE/LWLPR/MSS/VOL/75/82	O
p.1	O
YALE/LWLPR/MSS/VOL/75/83	O
YALE/LWLPR/MSS/VOL/75/84	O
YALE/LWLPR/MSS/VOL/75/85	O
p.1	O
YALE/LWLPR/MSS/VOL/75/85	O
p.2	O
YALE/LWLPR/MSS/VOL/75/85	O
p.3	O
YALE/LWLPR/MSS/VOL/75/85	O
p.4	O
YALE/LWLPR/MSS/VOL/75/86	O
p.1	O
YALE/LWLPR/MSS/VOL/75/86	O
p.2	O
YALE/LWLPR/MSS/VOL/75/86	O
p.3	O
YALE/LWLPR/MSS/VOL/75/86	O
p.4	O
YALE/LWLPR/MSS/VOL/75/87	O
