TOKEN,NE
YALE/LWLPR/MSS/VOL/75/75,0
p.1,0
YALE/LWLPR/MSS/VOL/75/75,0
p.2,0
YALE/LWLPR/MSS/VOL/75/75,0
p.3,0
YALE/LWLPR/MSS/VOL/75/75,0
p.4,0
YALE/LWLPR/MSS/VOL/75/76,0
p.1,0
YALE/LWLPR/MSS/VOL/75/76,0
p.2,0
YALE/LWLPR/MSS/VOL/75/77,0
p.1,0
YALE/LWLPR/MSS/VOL/75/77,0
p.2,0
YALE/LWLPR/MSS/VOL/75/77,0
p.3,0
YALE/LWLPR/MSS/VOL/75/77,0
p.4,0
YALE/LWLPR/MSS/VOL/75/77,0
p.5,0
YALE/LWLPR/MSS/VOL/75/77,0
p.6,0
YALE/LWLPR/MSS/VOL/75/77,0
p.7,0
YALE/LWLPR/MSS/VOL/75/77,0
p.8,0
YALE/LWLPR/MSS/VOL/75/78,0
p.1,0
YALE/LWLPR/MSS/VOL/75/78,0
p.2,0
YALE/LWLPR/MSS/VOL/75/79,0
p.1,0
YALE/LWLPR/MSS/VOL/75/79,0
p.2,0
YALE/LWLPR/MSS/VOL/75/80,0
p.1,0
YALE/LWLPR/MSS/VOL/75/81,0
YALE/LWLPR/MSS/VOL/75/80,0
p.2,0
YALE/LWLPR/MSS/VOL/75/82,0
p.2,0
YALE/LWLPR/MSS/VOL/75/82,0
p.1,0
YALE/LWLPR/MSS/VOL/75/83,0
YALE/LWLPR/MSS/VOL/75/84,0
YALE/LWLPR/MSS/VOL/75/85,0
p.1,0
YALE/LWLPR/MSS/VOL/75/85,0
p.2,0
YALE/LWLPR/MSS/VOL/75/85,0
p.3,0
YALE/LWLPR/MSS/VOL/75/85,0
p.4,0
YALE/LWLPR/MSS/VOL/75/86,0
p.1,0
YALE/LWLPR/MSS/VOL/75/86,0
p.2,0
YALE/LWLPR/MSS/VOL/75/86,0
p.3,0
YALE/LWLPR/MSS/VOL/75/86,0
p.4,0
YALE/LWLPR/MSS/VOL/75/87,0
The,0
final,0
image,0
concerns,0
the,0
marbled,0
outer,0
cover,0
of,0
the,0
manuscript,0
.,0
